지역,연도,월,월합계일조(hr),월합계일사(MJ/m²),평균 습도(%),평균 기온(°C),월합계강수량(mm),평균 운량(1/10)
지역,연도,월,월합계일조(hr),월합계일사(MJ/m²),평균 습도(%),평균 기온(°C),월합계강수량(mm),평균 운량(1/10)
서울,2021,1,182.39999999999998,277.03,57.36290322580645,-2.386290322580645,18.9,3.8481182795698925
서울,2021,2,181.0,348.55,55.51636904761905,2.7257440476190475,7.1000000000000005,3.8660714285714284
서울,2021,3,213.0,476.93999999999994,62.869623655913976,8.974596774193548,110.9,4.604838709677419
서울,2021,4,208.6,558.28,54.290277777777774,14.162916666666668,124.10000000000002,4.911111111111111
서울,2021,5,203.7,570.5,68.18279569892474,17.037768817204302,183.10000000000002,5.631720430107527
서울,2021,6,185.5,563.35,72.65138888888889,22.781111111111112,104.6,5.888888888888889
서울,2021,7,195.2,578.31,70.98387096774194,28.079973118279568,168.3,5.884408602150538
서울,2021,8,127.3,428.88,74.41666666666667,25.850537634408607,206.80000000000004,7.0822102425876015
서울,2021,9,182.0,474.14,70.96111111111111,22.561944444444446,135.4,5.5569444444444445
서울,2021,10,168.4,353.63,69.73521505376344,15.579301075268818,57.0,4.801075268817204
서울,2021,11,163.6,271.64,67.91666666666667,8.200972222222223,62.400000000000006,4.101388888888889
서울,2021,12,185.39999999999998,257.25,61.321236559139784,0.6176075268817207,7.9,3.2620967741935485
서울,2022,1,206.89999999999998,301.7,54.95564516129032,-2.1885752688172047,4.300000000000001,3.032258064516129
서울,2022,2,203.8,376.05,54.660714285714285,-1.1291666666666667,5.8999999999999995,3.1235119047619047
서울,2022,3,173.0,425.4,62.04704301075269,7.615994623655913,102.6,5.30241935483871
서울,2022,4,246.40000000000003,615.24,55.21944444444444,14.724166666666665,20.400000000000002,4.163888888888889
서울,2022,5,302.3,764.61,55.63172043010753,19.09744623655914,7.5,3.9381720430107525
서울,2022,6,131.9,440.59,73.12361111111112,23.303055555555556,393.79999999999995,7.020833333333333
서울,2022,7,140.1,508.79,77.22446236559139,27.322580645161292,251.20000000000002,6.865591397849462
서울,2022,8,116.30000000000001,403.88,80.32123655913979,25.733870967741936,565.9,7.416666666666667
서울,2022,9,203.90000000000003,496.21999999999997,68.25694444444444,22.34486111111111,201.29999999999998,5.284722222222222
서울,2022,10,216.0,420.22,68.76612903225806,14.546370967741936,124.1,4.221774193548387
서울,2022,11,187.5,298.77,64.25,10.11138888888889,84.5,3.838888888888889
서울,2022,12,197.1,275.5,58.836021505376344,-2.7951612903225813,13.600000000000001,3.557795698924731
서울,2023,1,190.89999999999998,290.78000000000003,63.07661290322581,-1.4868279569892477,47.9,3.7163978494623655
서울,2023,2,198.2,363.90999999999997,58.767857142857146,2.3062499999999995,1.0,3.424107142857143
서울,2023,3,239.8,520.5699999999999,51.17338709677419,9.763306451612904,10.5,3.4623655913978495
서울,2023,4,182.3,498.03,59.856944444444444,13.769166666666665,96.9,5.277777777777778
서울,2023,5,235.60000000000002,648.1800000000001,62.4744623655914,19.50900537634409,155.60000000000002,5.283602150537634
서울,2023,6,195.10000000000002,572.1700000000001,72.32916666666667,23.376250000000002,195.60000000000002,5.856944444444444
서울,2023,7,146.10000000000002,478.8,81.13037634408602,26.68010752688172,459.90000000000003,6.670698924731183
서울,2023,8,156.1,469.77,76.34408602150538,27.19704301075269,298.1,6.538978494623656
서울,2023,9,157.10000000000002,425.78999999999996,73.6625,23.63583333333333,134.5,6.220833333333333
서울,2023,10,208.7,416.58,66.52016129032258,15.767741935483873,31.0,3.793010752688172
서울,2023,11,171.9,284.14,64.46666666666667,6.868333333333333,81.89999999999999,3.808333333333333
서울,2023,12,142.2,217.33,69.09353507565336,0.883356258596974,85.30000000000001,4.346629986244841
서울,2024,1,177.39999999999998,279.71,66.49462365591398,-0.4682795698924732,18.9,3.846774193548387
서울,2024,2,109.3,259.99,72.77011494252874,3.83433908045977,74.69999999999999,6.021551724137931
서울,2024,3,196.00000000000003,449.94000000000005,56.75757575757576,6.949862258953169,29.900000000000002,3.9889807162534434
서울,2024,4,209.2,558.1600000000001,56.1875,16.301944444444445,33.2,4.852777777777778
서울,2024,5,262.0,686.88,63.21236559139785,18.467473118279568,125.10000000000001,4.17741935483871
서울,2024,6,285.6,714.52,60.42777777777778,24.5675,115.89999999999999,4.2444444444444445
서울,2024,7,96.3,402.43,81.1236559139785,26.557661290322578,557.3,7.60752688172043
서울,2024,8,179.0,507.92999999999995,72.65994623655914,29.31787634408602,72.79999999999998,4.891129032258065
서울,2024,9,166.89999999999998,439.21000000000004,71.78611111111111,25.473333333333336,143.9,5.398611111111111
서울,2024,10,166.40000000000003,367.11,69.61424731182795,16.670026881720432,74.0,4.685483870967742
서울,2024,11,183.5,295.63,62.234722222222224,9.743472222222222,60.0,4.034722222222222
서울,2024,12,206.29999999999998,288.48,56.13709677419355,0.885215053763441,5.699999999999999,2.85752688172043
울산,2021,1,211.5,0.0,52.418010752688176,2.018010752688172,20.599999999999998,3.711021505376344
울산,2021,2,208.7,0.0,49.595238095238095,6.510565476190477,28.8,3.526080476900149
울산,2021,3,204.5,0.0,67.94489247311827,10.506989247311827,138.9,5.491935483870968
울산,2021,4,241.5,0.0,61.71527777777778,13.819583333333334,73.89999999999999,4.993055555555555
울산,2021,5,219.0,0.0,68.21505376344086,17.70806451612903,120.4,5.956989247311828
울산,2021,6,212.7,0.0,80.28888888888889,21.627083333333335,93.80000000000001,6.483333333333333
울산,2021,7,235.79999999999998,0.0,85.06317204301075,25.946370967741935,189.29999999999998,6.587365591397849
울산,2021,8,166.3,0.0,86.56451612903226,25.347311827956986,443.90000000000003,6.991869918699187
울산,2021,9,136.9,0.0,83.275,22.095694444444447,125.2,7.104311543810849
울산,2021,10,214.9,0.0,74.96236559139786,17.063709677419354,48.99999999999999,4.193548387096774
울산,2021,11,220.4,0.0,59.518055555555556,11.08125,49.699999999999996,2.9347222222222222
울산,2021,12,230.4,0.0,48.99596774193548,4.747177419354839,3.5000000000000004,2.234185733512786
울산,2022,1,235.2,0.0,38.84139784946237,2.59005376344086,0.8999999999999999,3.284366576819407
울산,2022,2,242.7,0.0,36.86904761904762,2.6089285714285717,2.2,3.044776119402985
울산,2022,3,211.5,0.0,59.685483870967744,9.841666666666667,55.5,5.209176788124156
울산,2022,4,258.3,0.0,58.75972222222222,14.722777777777777,81.0,4.275382475660639
울산,2022,5,318.2,0.0,54.348118279569896,19.181586021505378,6.1,4.020161290322581
울산,2022,6,225.70000000000002,0.0,77.35694444444445,22.405972222222225,147.1,5.873611111111111
울산,2022,7,183.89999999999998,0.0,83.0630376344086,25.951478494623657,125.0,6.595430107526882
울산,2022,8,162.0,0.0,78.71908602150538,26.38427419354839,138.5,6.876344086021505
울산,2022,9,134.7,0.0,78.89583333333333,21.65458333333333,284.79999999999995,6.8805555555555555
울산,2022,10,208.90000000000003,0.0,67.07661290322581,16.025537634408604,30.4,4.943548387096774
울산,2022,11,210.8,0.0,58.32222222222222,12.775972222222224,44.900000000000006,3.573611111111111
울산,2022,12,224.0,0.0,43.75672043010753,1.9985215053763439,9.7,3.181451612903226
울산,2023,1,223.2,163.69,45.079301075268816,2.5723118279569896,41.3,2.782258064516129
울산,2023,2,171.5,343.1,53.19047619047619,5.189434523809524,27.999999999999996,4.589285714285714
울산,2023,3,231.5,514.4,53.854838709677416,11.38239247311828,68.3,4.094086021505376
울산,2023,4,225.0,555.14,60.06805555555555,14.083611111111113,57.7,4.254166666666666
울산,2023,5,200.0,565.3,69.21505376344086,17.758736559139784,195.2,6.05510752688172
울산,2023,6,204.7,602.1400000000001,73.91666666666667,22.279027777777774,141.4,6.336111111111111
울산,2023,7,166.90000000000003,533.64,80.39784946236558,25.763440860215052,266.9,6.645161290322581
울산,2023,8,196.20000000000002,530.65,79.6008064516129,26.54005376344086,402.4,5.831989247311828
울산,2023,9,142.89999999999998,397.49,80.39166666666667,22.909583333333334,277.6,6.4375
울산,2023,10,229.8,459.27,61.85618279569893,16.388575268817206,4.300000000000001,3.6411290322580645
울산,2023,11,209.2,347.51,52.74027777777778,10.385277777777777,33.1,2.6597222222222223
울산,2023,12,191.4,277.39,55.28225806451613,4.856854838709677,126.7,3.5981182795698925
울산,2024,1,197.50000000000003,309.49,54.54435483870968,3.402284946236559,42.3,3.2836021505376345
울산,2024,2,100.9,247.5,71.20689655172414,5.9527298850574715,105.4,6.260057471264368
울산,2024,3,215.10000000000002,481.90999999999997,56.303763440860216,8.47231182795699,80.19999999999999,4.446236559139785
울산,2024,4,186.8,499.01,69.45,14.900972222222224,99.1,5.708333333333333
울산,2024,5,273.1,711.71,63.928763440860216,17.87513440860215,69.3,4.243279569892473
울산,2024,6,209.0,599.66,70.68194444444444,22.57111111111111,124.60000000000002,6.113888888888889
울산,2024,7,193.6,564.5699999999999,77.40053763440861,26.912634408602152,209.2,6.225806451612903
울산,2024,8,272.0,654.8,75.86962365591398,27.949193548387093,89.10000000000001,4.157258064516129
울산,2024,9,167.7,453.18999999999994,79.90972222222223,24.636249999999997,237.0,5.763888888888889
울산,2024,10,121.69999999999999,316.51,75.88172043010752,17.814650537634407,174.3,6.44489247311828
울산,2024,11,152.6,289.57,65.425,11.754583333333334,67.5,4.288888888888889
울산,2024,12,236.0,329.81,44.53360215053763,4.076344086021505,0.0,2.639784946236559
